1000000 0.8 0 4.08455 17.3561 2.45701
1000000 0.8 0.00401606 4.06755 17.1881 2.43834
1000000 0.8 0.00803213 4.05328 17.0454 2.42246
1000000 0.8 0.0120482 4.04561 16.9662 2.41188
1000000 0.8 0.0160643 4.03247 16.8347 2.39714
1000000 0.8 0.0200803 4.02122 16.7193 2.3862
1000000 0.8 0.0240964 4.01099 16.6212 2.37153
1000000 0.8 0.0281124 4.00424 16.5491 2.36157
1000000 0.8 0.0321285 3.99343 16.445 2.34877
1000000 0.8 0.0361446 3.98365 16.3517 2.33584
1000000 0.8 0.0401606 3.97907 16.3002 2.32816
1000000 0.8 0.0441767 3.96932 16.2119 2.31629
1000000 0.8 0.0481928 3.96096 16.1298 2.30413
1000000 0.8 0.0522088 3.9547 16.0662 2.29752
1000000 0.8 0.0562249 3.94737 15.9978 2.28631
1000000 0.8 0.060241 3.9425 15.95 2.27839
1000000 0.8 0.064257 3.93565 15.8839 2.26669
1000000 0.8 0.0682731 3.93182 15.8409 2.26316
1000000 0.8 0.0722892 3.92469 15.7773 2.25237
1000000 0.8 0.0763052 3.92188 15.7441 2.24849
1000000 0.8 0.0803213 3.91615 15.6893 2.23887
1000000 0.8 0.0843373 3.91166 15.6466 2.23185
1000000 0.8 0.0883534 3.90632 15.5969 2.22374
1000000 0.8 0.0923695 3.90172 15.5522 2.21754
1000000 0.8 0.0963855 3.89821 15.5188 2.21092
1000000 0.8 0.100402 3.89345 15.4743 2.20221
1000000 0.8 0.104418 3.89115 15.4512 2.19752
1000000 0.8 0.108434 3.88636 15.4048 2.19104
1000000 0.8 0.11245 3.88474 15.3881 2.18593
1000000 0.8 0.116466 3.88178 15.3571 2.18267
1000000 0.8 0.120482 3.87774 15.32 2.17494
1000000 0.8 0.124498 3.87511 15.2955 2.17044
1000000 0.8 0.128514 3.87191 15.2644 2.16418
1000000 0.8 0.13253 3.8679 15.227 2.16009
1000000 0.8 0.136546 3.86525 15.2034 2.15272
1000000 0.8 0.140562 3.86284 15.181 2.14593
1000000 0.8 0.144578 3.86211 15.1706 2.14659
1000000 0.8 0.148594 3.85971 15.1451 2.14232
1000000 0.8 0.15261 3.85669 15.1186 2.13593
1000000 0.8 0.156627 3.85346 15.0888 2.13077
1000000 0.8 0.160643 3.85366 15.0876 2.12755
1000000 0.8 0.164659 3.84931 15.0487 2.12229
1000000 0.8 0.168675 3.84674 15.0241 2.11503
1000000 0.8 0.172691 3.84653 15.0206 2.11438
1000000 0.8 0.176707 3.84342 14.9934 2.10929
1000000 0.8 0.180723 3.84222 14.9796 2.10712
1000000 0.8 0.184739 3.8398 14.9581 2.10192
1000000 0.8 0.188755 3.8373 14.9361 2.09595
1000000 0.8 0.192771 3.83775 14.9362 2.09618
1000000 0.8 0.196787 3.83434 14.9072 2.09036
1000000 0.8 0.200803 3.83435 14.904 2.08804
1000000 0.8 0.204819 3.83036 14.8693 2.08108
1000000 0.8 0.208835 3.82914 14.8578 2.07955
1000000 0.8 0.212851 3.82877 14.8535 2.07624
1000000 0.8 0.216867 3.82743 14.8408 2.07489
1000000 0.8 0.220884 3.82451 14.8148 2.06836
1000000 0.8 0.2249 3.82523 14.819 2.06783
1000000 0.8 0.228916 3.82254 14.7966 2.06216
1000000 0.8 0.232932 3.82262 14.794 2.06143
1000000 0.8 0.236948 3.82097 14.7781 2.05706
1000000 0.8 0.240964 3.82023 14.7719 2.05497
1000000 0.8 0.24498 3.81876 14.759 2.0522
1000000 0.8 0.248996 3.81766 14.7468 2.05024
1000000 0.8 0.253012 3.81589 14.7313 2.04762
1000000 0.8 0.257028 3.81402 14.7156 2.04139
1000000 0.8 0.261044 3.81374 14.7114 2.0418
1000000 0.8 0.26506 3.81407 14.7131 2.03857
1000000 0.8 0.269076 3.81321 14.7041 2.03867
1000000 0.8 0.273092 3.81146 14.6893 2.03424
1000000 0.8 0.277108 3.81142 14.6873 2.03264
1000000 0.8 0.281124 3.80817 14.6598 2.02435
1000000 0.8 0.285141 3.80847 14.6621 2.0238
1000000 0.8 0.289157 3.80797 14.6559 2.0243
1000000 0.8 0.293173 3.80753 14.6513 2.0216
1000000 0.8 0.297189 3.8071 14.6473 2.01966
1000000 0.8 0.301205 3.80709 14.6456 2.01746
1000000 0.8 0.305221 3.80562 14.6342 2.01401
1000000 0.8 0.309237 3.80416 14.621 2.01091
1000000 0.8 0.313253 3.80319 14.611 2.00891
1000000 0.8 0.317269 3.80172 14.5982 2.00452
1000000 0.8 0.321285 3.80294 14.6078 2.00571
1000000 0.8 0.325301 3.80138 14.5939 2.00389
1000000 0.8 0.329317 3.80052 14.5862 2.00182
1000000 0.8 0.333333 3.79972 14.5783 1.99889
1000000 0.8 0.337349 3.80088 14.5871 1.99812
1000000 0.8 0.341365 3.79774 14.5606 1.99528
1000000 0.8 0.345382 3.7981 14.5635 1.99421
1000000 0.8 0.349398 3.79744 14.5573 1.99051
1000000 0.8 0.353414 3.79872 14.5666 1.99244
1000000 0.8 0.35743 3.79746 14.5556 1.98997
1000000 0.8 0.361446 3.79667 14.5487 1.98728
1000000 0.8 0.365462 3.79735 14.5535 1.98736
1000000 0.8 0.369478 3.7969 14.5494 1.98476
1000000 0.8 0.373494 3.79556 14.5382 1.98479
1000000 0.8 0.37751 3.79628 14.543 1.98508
1000000 0.8 0.381526 3.79438 14.5269 1.97981
1000000 0.8 0.385542 3.79304 14.5155 1.97701
1000000 0.8 0.389558 3.79275 14.5127 1.97409
1000000 0.8 0.393574 3.79368 14.5194 1.97555
1000000 0.8 0.39759 3.79213 14.5071 1.97134
1000000 0.8 0.401606 3.79163 14.502 1.9687
1000000 0.8 0.405622 3.791 14.4963 1.96625
1000000 0.8 0.409639 3.79155 14.4995 1.96839
1000000 0.8 0.413655 3.79054 14.4919 1.96674
1000000 0.8 0.417671 3.79118 14.4962 1.96454
1000000 0.8 0.421687 3.79098 14.4948 1.96349
1000000 0.8 0.425703 3.79113 14.496 1.96403
1000000 0.8 0.429719 3.78859 14.4731 1.9592
1000000 0.8 0.433735 3.78845 14.4727 1.95827
1000000 0.8 0.437751 3.78867 14.4742 1.95776
1000000 0.8 0.441767 3.78937 14.4798 1.95668
1000000 0.8 0.445783 3.78738 14.4617 1.95193
1000000 0.8 0.449799 3.78893 14.4748 1.9558
1000000 0.8 0.453815 3.78834 14.4698 1.9527
1000000 0.8 0.457831 3.78685 14.4573 1.95051
1000000 0.8 0.461847 3.78696 14.4578 1.9482
1000000 0.8 0.465863 3.78737 14.4609 1.94901
1000000 0.8 0.46988 3.78575 14.4475 1.94447
1000000 0.8 0.473896 3.78615 14.4505 1.94213
1000000 0.8 0.477912 3.78665 14.4552 1.9442
1000000 0.8 0.481928 3.78622 14.4507 1.94218
1000000 0.8 0.485944 3.78584 14.4476 1.94385
1000000 0.8 0.48996 3.78543 14.4441 1.94026
1000000 0.8 0.493976 3.78541 14.4429 1.93949
1000000 0.8 0.497992 3.78494 14.4387 1.94076
1000000 0.8 0.502008 3.78511 14.4406 1.93864
1000000 0.8 0.506024 3.78421 14.4322 1.9363
1000000 0.8 0.51004 3.78373 14.4285 1.93469
1000000 0.8 0.514056 3.78448 14.4342 1.93484
1000000 0.8 0.518072 3.78323 14.4239 1.93312
1000000 0.8 0.522088 3.78234 14.4162 1.93028
1000000 0.8 0.526104 3.78471 14.4362 1.93478
1000000 0.8 0.53012 3.78302 14.4218 1.92965
1000000 0.8 0.534137 3.78327 14.4236 1.92983
1000000 0.8 0.538153 3.78188 14.4117 1.92684
1000000 0.8 0.542169 3.7836 14.4261 1.92761
1000000 0.8 0.546185 3.78255 14.4174 1.92705
1000000 0.8 0.550201 3.78176 14.4106 1.92418
1000000 0.8 0.554217 3.78264 14.4171 1.92244
1000000 0.8 0.558233 3.78182 14.4109 1.92097
1000000 0.8 0.562249 3.78168 14.4094 1.92001
1000000 0.8 0.566265 3.78079 14.4019 1.92044
