0, 0, 0
9.999e-05,0.000899415,0.000899415
0.00019998,0.00179783,0.00179783
0.00029997,0.00269525,0.00269525
0.00039996,0.00359167,0.00359167
0.00049995,0.0044871,0.0044871
0.00059994,0.00538153,0.00538153
0.00069993,0.00627496,0.00627496
0.00079992,0.00716741,0.00716741
0.00089991,0.00805886,0.00805886
0.0009999,0.00894932,0.00894932
0.00109989,0.00983879,0.00983879
0.00119988,0.0107273,0.0107273
0.00129987,0.0116148,0.0116148
0.00139986,0.0125013,0.0125013
0.00149985,0.0133868,0.0133868
0.00159984,0.0142713,0.0142713
0.00169983,0.0151549,0.0151549
0.00179982,0.0160375,0.0160375
0.00189981,0.016919,0.016919
0.0019998,0.0177997,0.0177997
0.00209979,0.0186793,0.0186793
0.00219978,0.0195579,0.0195579
0.00229977,0.0204356,0.0204356
0.00239976,0.0213123,0.0213123
0.00249975,0.022188,0.022188
0.00259974,0.0230628,0.0230628
0.00269973,0.0239365,0.0239365
0.00279972,0.0248093,0.0248093
0.00289971,0.0256811,0.0256811
0.0029997,0.026552,0.026552
0.00309969,0.0274219,0.0274219
0.00319968,0.0282908,0.0282908
0.00329967,0.0291587,0.0291587
0.00339966,0.0300257,0.0300257
0.00349965,0.0308917,0.0308917
0.00359964,0.0317568,0.0317568
0.00369963,0.0326208,0.0326208
0.00379962,0.033484,0.033484
0.00389961,0.0343461,0.0343461
0.0039996,0.0352073,0.0352073
0.00409959,0.0360675,0.0360675
0.00419958,0.0369268,0.0369268
0.00429957,0.0377851,0.0377851
0.00439956,0.0386425,0.0386425
0.00449955,0.0394989,0.0394989
0.00459954,0.0403543,0.0403543
0.00469953,0.0412088,0.0412088
0.00479952,0.0420623,0.0420623
0.00489951,0.0429149,0.0429149
0.0049995,0.0437665,0.0437665
0.00509949,0.0446172,0.0446172
0.00519948,0.0454669,0.045467
0.00529947,0.0463157,0.0463157
0.00539946,0.0471636,0.0471636
0.00549945,0.0480104,0.0480104
0.00559944,0.0488564,0.0488564
0.00569943,0.0497014,0.0497014
0.00579942,0.0505454,0.0505454
0.00589941,0.0513885,0.0513885
0.0059994,0.0522307,0.0522307
0.00609939,0.0530719,0.0530719
0.00619938,0.0539122,0.0539122
0.00629937,0.0547515,0.0547515
0.00639936,0.0555899,0.0555899
0.00649935,0.0564274,0.0564274
0.00659934,0.0572639,0.0572639
0.00669933,0.0580995,0.0580995
0.00679932,0.0589342,0.0589342
0.00689931,0.0597679,0.0597679
0.0069993,0.0606007,0.0606007
0.00709929,0.0614325,0.0614325
0.00719928,0.0622634,0.0622635
0.00729927,0.0630934,0.0630934
0.00739926,0.0639225,0.0639225
0.00749925,0.0647506,0.0647506
0.00759924,0.0655778,0.0655779
0.00769923,0.0664041,0.0664041
0.00779922,0.0672295,0.0672295
0.00789921,0.0680539,0.0680539
0.0079992,0.0688774,0.0688774
0.00809919,0.0697,0.0697
0.00819918,0.0705217,0.0705217
0.00829917,0.0713424,0.0713424
0.00839916,0.0721622,0.0721622
0.00849915,0.0729811,0.0729811
0.00859914,0.0737991,0.0737991
0.00869913,0.0746162,0.0746162
0.00879912,0.0754323,0.0754323
0.00889911,0.0762476,0.0762476
0.0089991,0.0770619,0.0770619
0.00909909,0.0778753,0.0778753
0.00919908,0.0786878,0.0786878
0.00929907,0.0794994,0.0794994
0.00939906,0.08031,0.08031
0.00949905,0.0811198,0.0811198
0.00959904,0.0819287,0.0819287
0.00969903,0.0827366,0.0827366
0.00979902,0.0835436,0.0835436
0.00989901,0.0843498,0.0843498
0.009999,0.085155,0.085155
0.010099,0.0859593,0.0859593
0.010199,0.0867627,0.0867627
0.010299,0.0875652,0.0875652
0.010399,0.0883668,0.0883668
0.010499,0.0891675,0.0891676
0.0105989,0.0899674,0.0899674
0.0106989,0.0907663,0.0907663
0.0107989,0.0915643,0.0915643
0.0108989,0.0923614,0.0923614
0.0109989,0.0931576,0.0931576
0.0110989,0.0939529,0.0939529
0.0111989,0.0947474,0.0947474
0.0112989,0.0955409,0.0955409
0.0113989,0.0963335,0.0963335
0.0114989,0.0971253,0.0971253
0.0115988,0.0979161,0.0979161
0.0116988,0.0987061,0.0987061
0.0117988,0.0994952,0.0994952
0.0118988,0.100283,0.100283
0.0119988,0.101071,0.101071
0.0120988,0.101857,0.101857
0.0121988,0.102643,0.102643
0.0122988,0.103427,0.103427
0.0123988,0.104211,0.104211
0.0124988,0.104994,0.104994
0.0125987,0.105776,0.105776
0.0126987,0.106557,0.106557
0.0127987,0.107337,0.107337
0.0128987,0.108117,0.108117
0.0129987,0.108895,0.108895
0.0130987,0.109673,0.109673
0.0131987,0.110449,0.110449
0.0132987,0.111225,0.111225
0.0133987,0.112,0.112
0.0134987,0.112774,0.112774
0.0135986,0.113547,0.113547
0.0136986,0.11432,0.11432
0.0137986,0.115091,0.115091
0.0138986,0.115862,0.115862
0.0139986,0.116632,0.116632
0.0140986,0.1174,0.1174
0.0141986,0.118168,0.118168
0.0142986,0.118936,0.118936
0.0143986,0.119702,0.119702
0.0144986,0.120467,0.120467
0.0145985,0.121232,0.121232
0.0146985,0.121995,0.121995
0.0147985,0.122758,0.122758
0.0148985,0.12352,0.12352
0.0149985,0.124281,0.124281
0.0150985,0.125042,0.125042
0.0151985,0.125801,0.125801
0.0152985,0.126559,0.126559
0.0153985,0.127317,0.127317
0.0154985,0.128074,0.128074
0.0155984,0.12883,0.12883
0.0156984,0.129585,0.129585
0.0157984,0.130339,0.130339
0.0158984,0.131092,0.131092
0.0159984,0.131845,0.131845
0.0160984,0.132597,0.132597
0.0161984,0.133347,0.133347
0.0162984,0.134097,0.134097
0.0163984,0.134846,0.134846
0.0164984,0.135595,0.135595
0.0165983,0.136342,0.136342
0.0166983,0.137089,0.137089
0.0167983,0.137834,0.137834
0.0168983,0.138579,0.138579
0.0169983,0.139323,0.139323
0.0170983,0.140066,0.140067
0.0171983,0.140809,0.140809
0.0172983,0.14155,0.14155
0.0173983,0.142291,0.142291
0.0174983,0.143031,0.143031
