0, 0, 0
0.00990099,0.084198,0.0843657
0.019802,0.159517,0.159845
0.029703,0.226794,0.227276
0.039604,0.286788,0.287418
0.049505,0.340184,0.340957
0.0594059,0.387605,0.388515
0.0693069,0.429613,0.430657
0.0792079,0.46672,0.467894
0.0891089,0.499388,0.500686
0.0990099,0.528034,0.529455
0.108911,0.553037,0.554578
0.118812,0.574742,0.576399
0.128713,0.593459,0.595231
0.138614,0.60947,0.611353
0.148515,0.62303,0.625023
0.158416,0.634369,0.636471
0.168317,0.643698,0.645906
0.178218,0.651206,0.653519
0.188119,0.657064,0.659481
0.19802,0.661428,0.663947
0.207921,0.664438,0.667059
0.217822,0.666223,0.668945
0.227723,0.666898,0.669719
0.237624,0.666568,0.669488
0.247525,0.665327,0.668344
0.257426,0.663261,0.666376
0.267327,0.660448,0.663659
0.277228,0.656958,0.660265
0.287129,0.652855,0.656258
0.29703,0.648197,0.651696
0.306931,0.643037,0.64663
0.316832,0.637421,0.641108
0.326733,0.631392,0.635174
0.336634,0.62499,0.628866
0.346535,0.61825,0.622219
0.356436,0.611203,0.615265
0.366337,0.603879,0.608034
0.376238,0.596303,0.600551
0.386139,0.5885,0.59284
0.39604,0.58049,0.584923
0.405941,0.572294,0.576819
0.415842,0.563928,0.568545
0.425743,0.555409,0.560118
0.435644,0.546751,0.551552
0.445545,0.537968,0.542861
0.455446,0.52907,0.534055
0.465347,0.52007,0.525146
0.475248,0.510976,0.516144
0.485149,0.501798,0.507057
0.49505,0.492543,0.497893
0.50495,0.483218,0.48866
0.514851,0.473831,0.479364
0.524752,0.464387,0.470011
0.534653,0.454891,0.460606
0.544554,0.445348,0.451155
0.554455,0.435763,0.441661
0.564356,0.42614,0.432129
0.574257,0.416482,0.422562
0.584158,0.406793,0.412964
0.594059,0.397075,0.403337
0.60396,0.387332,0.393685
0.613861,0.377565,0.384009
0.623762,0.367777,0.374311
0.633663,0.357969,0.364595
0.643564,0.348145,0.354861
0.653465,0.338304,0.345112
0.663366,0.32845,0.335348
0.673267,0.318582,0.325572
0.683168,0.308703,0.315784
0.693069,0.298814,0.305985
0.70297,0.288914,0.296176
0.712871,0.279006,0.286359
0.722772,0.269091,0.276534
0.732673,0.259168,0.266702
0.742574,0.249238,0.256864
0.752475,0.239303,0.247019
0.762376,0.229362,0.23717
0.772277,0.219417,0.227315
0.782178,0.209468,0.217456
0.792079,0.199514,0.207594
0.80198,0.189557,0.197727
0.811881,0.179596,0.187858
0.821782,0.169633,0.177985
0.831683,0.159667,0.16811
0.841584,0.149699,0.158233
0.851485,0.139728,0.148353
0.861386,0.129756,0.138471
0.871287,0.119782,0.128588
0.881188,0.109806,0.118703
0.891089,0.0998286,0.108816
0.90099,0.08985,0.0989286
0.910891,0.0798702,0.0890396
0.920792,0.0698893,0.0791495
0.930693,0.0599074,0.0692584
0.940594,0.0499246,0.0593664
0.950495,0.039941,0.0494736
0.960396,0.0299567,0.0395801
0.970297,0.0199717,0.0296859
0.980198,0.00998612,0.0197911
0.990099,0.00988774,0.00989582
1, 0, 0
