0,0
0.000999001,0.00894025
0.001998,0.0177817
0.002997,0.0265253
0.003996,0.0351721
0.004995,0.0437229
0.00599401,0.0521789
0.00699301,0.0605408
0.00799201,0.0688097
0.00899101,0.0769864
0.00999001,0.0850719
0.010989,0.0930671
0.011988,0.100973
0.012987,0.10879
0.013986,0.11652
0.014985,0.124163
0.015984,0.13172
0.016983,0.139192
0.017982,0.146579
0.018981,0.153883
0.01998,0.161105
0.020979,0.168245
0.021978,0.175304
0.022977,0.182283
0.023976,0.189183
0.024975,0.196004
0.025974,0.202748
0.026973,0.209414
0.027972,0.216004
0.028971,0.222519
0.02997,0.228959
0.030969,0.235325
0.031968,0.241618
0.032967,0.247839
0.033966,0.253987
0.034965,0.260065
0.035964,0.266072
0.036963,0.27201
0.037962,0.277878
0.038961,0.283679
0.03996,0.289411
0.040959,0.295077
0.041958,0.300677
0.042957,0.306211
0.043956,0.31168
0.044955,0.317085
0.045954,0.322426
0.046953,0.327704
0.047952,0.332919
0.048951,0.338073
0.04995,0.343166
0.0509491,0.348198
0.0519481,0.35317
0.0529471,0.358083
0.0539461,0.362937
0.0549451,0.367733
0.0559441,0.372471
0.0569431,0.377152
0.0579421,0.381777
0.0589411,0.386345
0.0599401,0.390859
0.0609391,0.395317
0.0619381,0.399722
0.0629371,0.404072
0.0639361,0.40837
0.0649351,0.412615
0.0659341,0.416807
0.0669331,0.420948
0.0679321,0.425038
0.0689311,0.429078
0.0699301,0.433067
0.0709291,0.437007
0.0719281,0.440897
0.0729271,0.444739
0.0739261,0.448533
0.0749251,0.452279
0.0759241,0.455978
0.0769231,0.45963
0.0779221,0.463236
0.0789211,0.466797
0.0799201,0.470312
0.0809191,0.473782
0.0819181,0.477207
0.0829171,0.480589
0.0839161,0.483927
0.0849151,0.487222
0.0859141,0.490474
0.0869131,0.493684
0.0879121,0.496852
0.0889111,0.499979
0.0899101,0.503065
0.0909091,0.50611
0.0919081,0.509115
0.0929071,0.51208
0.0939061,0.515005
0.0949051,0.517892
0.0959041,0.52074
0.0969031,0.52355
0.0979021,0.526321
0.0989011,0.529056
0.0999001,0.531753
0.100899,0.534414
0.101898,0.537038
0.102897,0.539626
0.103896,0.542178
0.104895,0.544695
0.105894,0.547177
0.106893,0.549625
0.107892,0.552038
0.108891,0.554418
0.10989,0.556763
0.110889,0.559076
0.111888,0.561355
0.112887,0.563602
0.113886,0.565817
0.114885,0.568
0.115884,0.570151
0.116883,0.572271
0.117882,0.574359
0.118881,0.576418
0.11988,0.578445
0.120879,0.580443
0.121878,0.582411
0.122877,0.584349
0.123876,0.586258
0.124875,0.588138
0.125874,0.58999
0.126873,0.591813
0.127872,0.593608
0.128871,0.595375
0.12987,0.597115
0.130869,0.598828
0.131868,0.600513
0.132867,0.602172
0.133866,0.603805
0.134865,0.605411
0.135864,0.606991
0.136863,0.608546
0.137862,0.610076
0.138861,0.61158
0.13986,0.613059
0.140859,0.614514
